"country","region","infected","deaths","recoveries","active","total_per_mil","deaths_per_mil","total_tests","long","lat","last_updated"
"Indonesia","South Kalimantan","80","6","6","0","0","0","0","115.3700718","-2.9285686","2020-04-19 12:34:39"
"Indonesia","South Sulawesi","275","43","25","0","0","0","0","119.9471906","-3.6446718","2020-04-19 12:34:39"
"Indonesia","South Sumatra","77","5","2","0","0","0","0","104.0930554","-3.1266842","2020-04-19 12:34:39"
"Indonesia","Southeast Sulawesi","22","4","2","0","0","0","0","121.7279646","-3.5491199","2020-04-19 12:34:39"
"Indonesia","Special Region of Yogyakarta","34","26","7","0","0","0","0","110.36722565020224","-7.9778383999999996","2020-04-19 12:34:39"
"Indonesia","West Java","544","41","56","0","0","0","0","107.6404716","-6.8891904","2020-04-19 12:34:39"
"Indonesia","West Kalimantan","13","5","3","0","0","0","0","111.0968901","-0.1322387","2020-04-19 12:34:39"
"Indonesia","West Nusa Tenggara","51","2","2","0","0","0","0","117.146169","-8.7892855","2020-04-19 12:34:39"
"Indonesia","West Papua","4","0","1","0","0","0","0","132.902528","-1.3842356","2020-04-19 12:34:39"
"Indonesia","West Sulawesi","5","1","1","0","0","0","0","119.3918955","-2.4974546","2020-04-19 12:34:39"
"Indonesia","West Sumatra","51","13","7","0","0","0","0","100.07222762395327","-1.33589025","2020-04-19 12:34:39"
