"country","region","infected","deaths","recoveries","active","total_per_mil","deaths_per_mil","total_tests","long","lat","last_updated"
"Malaysia","Lawas, Sarawak","1","0","0","0","0","0","0","115.4082501","4.8596843","2020-04-19 12:34:39"
"Malaysia","Limbang, Sarawak","8","0","0","0","0","0","0","115.0093036","4.7534355","2020-04-19 12:34:39"
"Malaysia","Matu, Sarawak","1","0","0","0","0","0","0","111.5341451","2.6743932","2020-04-19 12:34:39"
"Malaysia","Miri, Sarawak","15","0","0","0","0","0","0","113.9870128","4.3913173","2020-04-19 12:34:39"
"Malaysia","Mukah, Sarawak","1","0","0","0","0","0","0","112.0913318","2.8929774","2020-04-19 12:34:39"
"Malaysia","Samarahan, Sarawak","54","0","0","0","0","0","0","110.4822771","1.4676225","2020-04-19 12:34:39"
"Malaysia","Sarikei, Sarawak","6","0","0","0","0","0","0","111.5230586","2.1294846","2020-04-19 12:34:39"
"Malaysia","Serian, Sarawak","7","0","0","0","0","0","0","110.5689799","1.1692688","2020-04-19 12:34:39"
"Malaysia","Sibu, Sarawak","5","0","0","0","0","0","0","111.8263262","2.2907009","2020-04-19 12:34:39"
"Malaysia","Simunjan, Sarawak","3","0","0","0","0","0","0","110.751254","1.3951254","2020-04-19 12:34:39"
"Malaysia","Sri Aman, Sarawak","1","0","0","0","0","0","0","111.462148","1.2376156","2020-04-19 12:34:39"
